post_id,date,id,username,text,emoji,emoji_flag,pos,neg,neu,compound
2714704961886214739,2021-11-25 13:35:08,17973701641458140,game.lui,@timewheel929 有宮崎駿？😮😮😮,😮😮😮,1,0.0,0.0,1.0,0.0
2714704961886214739,2021-11-25 13:35:26,17962086670474821,chenmei890503,@lin_gyu_0415 看不膩😍,😍,1,0.5,0.0,0.5,0.4588
2714704961886214739,2021-11-25 13:35:42,17867205728590337,chenmei890503,@fanny7569 從小看到大,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:35:57,17923059619965907,77417741yanwen,😍😍😍😍😍😍😍,😍😍😍😍😍😍😍,1,0.5,0.0,0.5,0.9638
2714704961886214739,2021-11-25 13:36:07,17965557145491462,77417741yanwen,阿波也開始看了嗎？,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:36:25,17919341381043116,amy20030311,🔥🔥,🔥🔥,1,0.0,1.0,0.0,-0.5859
2714704961886214739,2021-11-25 13:36:49,17903811197339842,amy20030311,@qw._.wp520 @dfhd_qq @klash_grace 🔥🔥🔥,🔥🔥🔥,1,0.0,1.0,0.0,-0.7351
2714704961886214739,2021-11-25 13:37:12,17935613824783916,amy20030311,@77417741yanwen 上次看到姑姑限動好像有,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:37:32,17852059391653263,77417741yanwen,@candyyy2233 可喔,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:38:07,18144492559211425,77417741yanwen,@amy20030311 姑姑帳號是什麼,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:38:10,17909666921240429,timewheel929,@game.lui 我不知道🤷‍♀️😂,🤷♀😂,1,0.299,0.15,0.551,0.4404
2714704961886214739,2021-11-25 13:38:21,18267680203061705,amy20030311,@yuhan19981102 🙌🙌🙌,🙌🙌🙌,1,0.0,0.0,1.0,0.0
2714704961886214739,2021-11-25 13:38:44,17939537002705307,amy20030311,@lin_gyu_0415 本來以為電視沒了很難過,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:39:19,17927684299825727,linyuli0911,想請問怎麼放到電視看？,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:39:37,17941598443661295,linyuli0911,@game.lui 一次可以幾個人分？,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:40:04,17854983563663280,toyzzzz2021,😽😽😽✌️,😽😽😽✌,1,0.671,0.0,0.329,0.936
2714704961886214739,2021-11-25 13:40:21,18112576645268525,toyzzzz2021,我也買了 育兒神器啊！,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:40:40,17891267573416430,linyuli0911,@candyyy2233 是咖啡洗過那隻嗎,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:40:49,17928919168794847,linyuli0911,@john19650903 好多😮,😮,1,0.0,0.0,1.0,0.0
2714704961886214739,2021-11-25 13:41:17,17874018563535269,linyuli0911,@kl_liy0208 @ssica_ting 二伯也推,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:42:07,17897775698322713,john19650903,阿嘎想看七龍珠🤨,🤨,1,0.0,0.0,1.0,0.0
2714704961886214739,2021-11-25 13:42:58,17915343299124313,linyuli0911,桃貴邊看邊吃飯，難怪吃這麼久,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:44:01,17910765173192440,chenmei890503,@jiff520 +1,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:44:41,17935871407823441,77417741yanwen,衣服很好看耶 還買的到嗎,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:50:08,18266731156002179,plumage_mayday,@chenmei890503 我問號,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 13:51:36,17918089483975159,peter_and_susan,終於來了😍,😍,1,0.5,0.0,0.5,0.4588
2714704961886214739,2021-11-25 21:49:04,17857184447654166,tn911868,漂亮二伯❤️,❤,1,0.808,0.0,0.192,0.6369
2714704961886214739,2021-11-25 22:42:57,17922678251000452,_yc._.0616,我家也有裝喔,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 11:02:35,18116968483253923,ka__fan,😍,😍,1,0.5,0.0,0.5,0.4588
2714704961886214739,2021-11-25 11:07:59,17866879592631282,jiff520,＋1海賊王 😂😂,😂😂,1,0.437,0.218,0.345,0.7003
2714704961886214739,2021-11-25 11:10:15,17940383710674446,sharon_900630,二分之一的魔法大推😢,😢,1,0.0,0.756,0.244,-0.4767
2714704961886214739,2021-11-25 11:10:58,17938605211702451,_ghost_1527,"真的超讚😍 最佳看了路卡的夏天
也很好看",😍,1,0.5,0.0,0.5,0.4588
2714704961886214739,2021-11-25 11:15:53,18073206697292696,lin_gyu_0415,我我我~小時候不會看的長大都在看,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 11:22:50,17871451319617427,timewheel929,宮崎駿刷起來,,0,0.0,0.0,0.0,0.0
2714704961886214739,2021-11-25 11:31:27,17915983025126118,loo112004,我今天看了小熊維尼、阿拉丁❤️,❤,1,0.808,0.0,0.192,0.6369
2714704961886214739,2021-11-25 11:52:54,17920395800014253,j016056,😍😍😍😍😍,😍😍😍😍😍,1,0.5,0.0,0.5,0.9325
2714036526479360974,2021-11-24 13:27:50,17934414604805399,josh.______.hy,忽有龐然啪嗒啪嗒而來 :),,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 13:42:59,17925175000864331,homework8007,@kili0621 我看了第二次、第三次才發現哪裡不太對😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-24 13:46:34,17935523905748245,cathy04_kao01,😆😆😆,😆😆😆,1,0.556,0.0,0.444,0.7579
2714036526479360974,2021-11-24 13:50:29,17860762556647619,j016056,😍😍😍😍,😍😍😍😍,1,0.5,0.0,0.5,0.9001
2714036526479360974,2021-11-24 13:53:08,17932962898838524,shunyuhung,好有畫面感的壯聲詞😂好期待波跟米寶的互動😍,😂😍,1,0.463,0.129,0.408,0.7096
2714036526479360974,2021-11-24 13:54:38,17992183867403894,jannnnnw,求片😍😍😍太可愛了波爺😍😍😍,😍😍😍😍😍😍,1,0.5,0.0,0.5,0.9517
2714036526479360974,2021-11-24 13:59:19,17929270567782560,h.t.1983_,但這問法確實很容易誤會耶🤣,🤣,1,0.444,0.0,0.556,0.4939
2714036526479360974,2021-11-24 14:08:29,17933048038827847,lin107821,波爺整個就是憨厚的可愛😍,😍,1,0.5,0.0,0.5,0.4588
2714036526479360974,2021-11-24 14:18:18,18266447527044190,hekkika,求影片！太有畫面了😍,😍,1,0.5,0.0,0.5,0.4588
2714036526479360974,2021-11-24 14:29:38,17996358922388263,eddy9900224,代表阿波很喜歡模仿😂😂❤️❤️,😂😂❤❤,1,0.576,0.137,0.288,0.9349
2714036526479360974,2021-11-24 14:35:52,17930887000868175,say_shin,我看到我的青春～ H2，龙珠，slamdunk,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 14:35:54,18070709980288632,mark_johnson_chang,@2uncle987 後面是不是都是 @yga0721 的漫畫？,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 14:36:13,17968596700479812,cy.njo__,"@11_02cindy 二伯是要阿波在拿東西前要問「可以嗎？」👈🏻這句話 但波波的解讀是「你拿東西要先問媽媽,可以嗎？」所以波波就順勢回答「可以！」語意理解的不同啦~~😂",👈🏻😂,1,0.242,0.121,0.637,0.4404
2714036526479360974,2021-11-24 14:39:34,17920610548897314,11_02cindy,謝謝,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 14:39:44,17908304978264232,lion._.lisa,😁😁😁,😁😁😁,1,0.429,0.0,0.571,0.8402
2714036526479360974,2021-11-24 14:47:51,17847724016679321,yungen1216,樓下鄰居脾氣很好,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 14:56:02,17892402980519942,herina_herina0629,帽t好好看！有連結嗎,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 15:03:20,18244713145078678,ka__fan,😍,😍,1,0.5,0.0,0.5,0.4588
2714036526479360974,2021-11-24 15:09:42,17897041049328774,regina2430421,我第一次看的跟阿波理解的一樣誒哈哈哈,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 15:21:22,17951964667562504,f7234017,我2Y7M兒子也是這樣耶！教他說「可以嗎」都回我「可以呀～」,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 15:27:33,17881248431567217,debbywang444,"媽：要先問媽媽，可以嗎阿波
波：可以！可以先問",,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 15:38:11,17996218633385148,poppy2014a,要跟阿波說：拿東西前要問媽媽能不能拿，媽媽說可以拿，你才可以拿喔！,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 15:40:21,18140817046238092,annis106757,@cool_girl__vivian 波太可愛了啦😍😍啪嗒啪嗒跑過來😂😂,😍😍😂😂,1,0.463,0.129,0.408,0.8957
2714036526479360974,2021-11-24 15:40:56,17951150737565123,chengjiahou,波：我都說可以啦😂😂😂😂😂,😂😂😂😂😂,1,0.437,0.218,0.345,0.926
2714036526479360974,2021-11-24 15:46:08,18012038794358379,chi_t0000,煩欸 媽媽怎麼講不聽⋯┑(￣Д ￣)┍,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 15:55:27,18017436661350103,888iris,😍😍😍,😍😍😍,1,0.5,0.0,0.5,0.8402
2714036526479360974,2021-11-24 15:55:43,17973940771455000,a0978803907,哈哈波真可愛,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 16:02:11,17921870453005124,sze.k912,"好像貴貴😂
蔡啊嗄：貴貴 跟我念 蔡..桃…
貴貴：貴",😂,1,0.437,0.218,0.345,0.4404
2714036526479360974,2021-11-24 16:37:03,17938953586708391,mingciwu,求啪嗒啪嗒,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 17:36:16,17883874082495705,tinghsiu1026,想到貴貴的氣墊很餅😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-24 17:44:26,17920735651899560,momo_lin26,😂😂😂😂😂,😂😂😂😂😂,1,0.437,0.218,0.345,0.926
2714036526479360974,2021-11-24 17:45:20,17896899095326788,momo_lin26,我兒子每次去寶雅還是屈臣氏都要化一下妝才肯走😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-24 17:53:57,17880889931581607,lovelovesummer0430,阿波：我說可以就可以（因為我是超直男,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 18:26:20,17931615010848353,hebe0936,也想看+1,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 18:26:58,17919507695024826,hebe0936,+1,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 19:36:04,18202505350138400,yumilin1104,“啪嗒啪嗒的跑來”沒有畫面卻很有臨場感🤣🤣🤣“可以嗎？”阿波的超直男理解回答是“可以”🤣🤣🤣二伯一定覺得心累累😅😅😅,🤣🤣🤣🤣🤣🤣😅😅😅,1,0.447,0.0,0.553,0.9769
2714036526479360974,2021-11-24 21:02:24,18016191745345644,u_yuhan_1008,波能，想請媽媽幫波能畫裝跟媽媽一樣漂亮👏,👏,1,0.0,0.0,1.0,0.0
2714036526479360974,2021-11-24 22:30:49,17939246170708489,b040204,都跟妳說可以了，一直問😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-24 23:02:07,17905352420187694,yi_tzu1127,我們家小姪子也是如此😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-24 23:28:43,17890810907519764,linjunyi50,好個波波搭 震憾媽心❤️,❤,1,0.808,0.0,0.192,0.6369
2714036526479360974,2021-11-25 00:26:33,17985177370420981,wenl0428,可是好像也差不了多少，重點是要問媽媽，這句話有傳達到也差不多啦😄,😄,1,0.647,0.0,0.353,0.6705
2714036526479360974,2021-11-25 00:37:47,17896976996325405,chloe_chien5588,我也有看地震的影片😂,😂,1,0.437,0.218,0.345,0.4404
2714036526479360974,2021-11-25 02:02:28,17998349935365113,weihuan.wang,@yihuaflower0728 好好笑 好想看影片😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-25 02:36:34,17877389948600319,cynthia.sun.739,😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-25 05:24:46,17941308349669360,ciou_0813,哈哈。這年紀的小孩都這樣。 之前我女兒也是。要問媽媽可不可以啊 ？ 👧🏻可以！  媽媽有說好嗎？ 👧🏻好！😂😂,👧🏻👧🏻😂😂,1,0.299,0.15,0.551,0.7003
2714036526479360974,2021-11-25 07:43:01,17901168383371770,kazecyan,波：就說可以了齁🙄,🙄,1,0.0,0.0,1.0,0.0
2714036526479360974,2021-11-25 08:15:15,18138638716229397,mandy_wenziyu_rukiye,😂😂,😂😂,1,0.437,0.218,0.345,0.7003
2714036526479360974,2021-11-25 10:03:43,17935120519762727,jinnyoohay,這種狀況…可能要一個幫手幫你引導波說出「可以嗎？」你只要負責回應可以還是不可以，這是同事教的技巧，辛苦了,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-25 15:07:37,18242057665074441,miss070188,想要看他跑步的影片❤️,❤,1,0.808,0.0,0.192,0.6369
2714036526479360974,2021-11-25 21:21:52,17941161922664549,lindahu8838,阿波理解的邏輯好像沒問題🤣,🤣,1,0.444,0.0,0.556,0.4939
2714036526479360974,2021-11-24 12:54:11,17868118904588444,_95.03.25_,❤️❤️❤️❤️,❤❤❤❤,1,0.808,0.0,0.192,0.9571
2714036526479360974,2021-11-24 12:54:49,18180071203198447,tzu_jung._.961105,可愛的波爺~~~😍😍,😍😍,1,0.5,0.0,0.5,0.7184
2714036526479360974,2021-11-24 12:55:29,17914533692137739,hu.minghuang,😂😂😂😂😂,😂😂😂😂😂,1,0.437,0.218,0.345,0.926
2714036526479360974,2021-11-24 12:55:49,18185594143148484,kili0621,我第一眼也是跟阿波理解的一樣，拿之前先問媽媽，可以嗎？ 當然可以啊🤣🤣,🤣🤣,1,0.444,0.0,0.556,0.7506
2714036526479360974,2021-11-24 12:56:37,18177410293085785,c1_1k8_1c,忽有龐然大物（啪搭啪搭）拔山倒樹而來,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 12:57:09,17901635414371002,lovestitch1224,😂😂😂😂,😂😂😂😂,1,0.437,0.218,0.345,0.891
2714036526479360974,2021-11-24 12:58:03,17920056422026022,yolk1071110,"太可愛了！
吼～媽媽是要我講幾遍",,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 12:58:30,17945380552620120,munyeon1997,波波化妝師培養中😂😍😍,😂😍😍,1,0.473,0.092,0.435,0.836
2714036526479360974,2021-11-24 12:58:30,17980271653437818,reira_2316,想跟媽媽一起化妝🤣,🤣,1,0.444,0.0,0.556,0.4939
2714036526479360974,2021-11-24 12:58:49,18196524364122396,rena21326,霸道總裁😂,😂,1,0.437,0.218,0.345,0.4404
2714036526479360974,2021-11-24 12:59:36,17909780069319323,pink_patpat,好有畫面的跑步,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 12:59:51,17892946658516959,y32633,🤣🤣🤣波太可愛了,🤣🤣🤣,1,0.444,0.0,0.556,0.8625
2714036526479360974,2021-11-24 13:01:26,18014008336350854,wenjengwei,🤣🤣🤣阿波也太可愛了,🤣🤣🤣,1,0.444,0.0,0.556,0.8625
2714036526479360974,2021-11-24 13:03:51,18265496704002016,long217_,@yingjou8 @yunlongqiu_24hr @___10____2,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 13:04:14,17919969626062071,___10____2,@long217_ 不可以！,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 13:04:26,17921644978993133,meihwa.tang,太為難小波爺了😂😂😂,😂😂😂,1,0.437,0.218,0.345,0.8271
2714036526479360974,2021-11-24 13:04:44,17897503895451426,long217_,@___10____2 波爺可愛嗎？,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 13:04:56,17977643059447665,yunyu97515,哈哈哈哈哈😂,😂,1,0.437,0.218,0.345,0.4404
2714036526479360974,2021-11-24 13:04:59,17854807295638519,___10____2,@long217_ 跟你很像,,0,0.0,0.0,0.0,0.0
2714036526479360974,2021-11-24 13:05:06,18005250679371197,mcvs10105,可愛,,0,0.0,0.0,0.0,0.0
